,Id,A_Score,Q_Score,Tag,Title,Q_Body,A_Body,P_Title_wo_freq,P_Q_Body_wo_freq,P_A_Body_wo_freq,ProcessedText
1082,25988330,12,4,swift,Appending text in a loop in Swift,"<p>I need to append an array of string and finally get a single string to be displayed in a  <code>UILabel</code> in the following format.</p>

<p><strong>Action1 | Action2 | Action3 | Action4</strong></p>

<pre><code>for action in actions {

    actionLabel.text += ""\(action.name) |""
}
</code></pre>

<p>This gives me the following error.</p>

<pre><code>'String?' is not identical to 'UInt8'.
</code></pre>

<p>Any reason for this error? Is there any other way to accomplish this?</p>

<p>Thank you.</p>
","<p>This is one of Swift's many cryptic error messages. As far as I can tell because the left side and right side don't match (<code>Optional&lt;String&gt;</code> vs <code>String</code>), its best guess is that you meant for both sides to be <code>UInt8</code>.</p>

<p>To get over the fact that <code>UILabel.text</code> is optional, you can do things the long way:</p>

<pre><code>actionLabel.text = (actionLabel.text ?? """") + ""\(action.name) |""
</code></pre>

<p>This gets the current value or a blank string and appends the text. You could also avoid the problem functionally:</p>

<pre><code>actionLabel.text = join("" | "", map(actions, { $0.name }))
</code></pre>

<p><strong>Update</strong></p>

<p>With regards to iterative solution having an extra <code>|</code> at the end in the """", I was trying to illustrate the solution to just the line causing the error.  Your posted code also makes assumptions about actionLabel having been initially blank and has some (likely insignificant) performance costs of setting label text multiple times.</p>

<p>A complete iterative approach could look something like this:</p>

<pre><code>var text = """"
for action in actions {
    if text.isEmpty {
        text = action.name
    } else {
        text += "" | \(action.name)""
    }
}
actionLabel.text = text
</code></pre>

<p>Mapping and joining are such common operations that most languages have clean succinct ways of doing it without iteration.  For example, I would recommend the following in Objective-C:</p>

<pre><code>actionLabel.text = [[actions valueForKeyPath:@""name""] componentsJoinedByString:@"" | ""];
</code></pre>
",append text loop,need append array final get singl display uilabel follow format action1 action2 action3 action4 action action actionlabeltext actionnam give follow ident uint8 reason way accomplish thi thank you,one mani cryptic messag far tell left side right side match optionalltstringgt vs best guess meant side uint8 get fact uilabeltext option thing long way actionlabeltext actionlabeltext actionnam get current valu blank append text could also avoid problem function actionlabeltext join mapact 0name updat regard iter solut extra end tri illustr solut line caus post also make assumpt actionlabel initi blank like insignific perform cost set label text multipl time complet iter approach could look someth like thi text action action textisempti text actionnam els text actionnam actionlabeltext text map join common oper languag clean succinct way without iter exampl would recommend follow objectivec actionlabeltext action valueforkeypathnam componentsjoinedbystr,append text loop need append array final get singl display uilabel follow format action1 action2 action3 action4 action action actionlabeltext actionnam give follow ident uint8 reason way accomplish thi thank you
495,24461520,7,4,swift,Swift cannot convert the expression's type 'Void' to type 'String!',"<p>I'm trying to use a piece of sample code from <a href=""http://nshipster.com/ios8/"" rel=""nofollow"">this NSHipster article</a>, about halfway down the page.</p>

<pre><code>var inputStream: NSInputStream
var outputStream: NSOutputStream

NSStream.getStreamsToHostWithName(hostname: ""nshipster.com"",
                                      port: 5432,
                               inputStream: &amp;inputStream,
                              outputStream: &amp;outputStream)
</code></pre>

<p>I've placed this in a playground, along with <code>import Foundation</code>, and I get this error.</p>

<pre><code>Playground execution failed: error: &lt;REPL&gt;:6:10: error: cannot convert the expression's type 'Void' to type 'String!'
NSStream.getStreamsToHostWithName(hostname: ""nshipster.com"",
~~~~~~~~~^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
</code></pre>

<p>This error is pointing to the first argument, which is clearly of type <code>String!</code> and not <code>Void</code>.</p>

<p>I changed the code up a bit, to extract the definitions from the method call. Here's the complete playground:</p>

<pre><code>import Foundation

var inputStream: NSInputStream
var outputStream: NSOutputStream

let host = ""nshipster.com""
let port = 5432
NSStream.getStreamsToHostWithName(hostname: host,
    port: port,
    inputStream: &amp;inputStream,
    outputStream: &amp;outputStream)
</code></pre>

<p>Now the error indicates the third argument, presumably happy with the first two.</p>

<pre><code>Playground execution failed: error: &lt;REPL&gt;:10:18: error: cannot convert the expression's type 'Void' to type 'inout NSInputStream'
inputStream: &amp;inputStream,
             ^~~~~~~~~~~~
</code></pre>

<p>I can't figure out how I can extract <code>AutoreleasingUnsafePointer</code> variables for inputStream and outputStream in the same manner, but I think the original sample code should work. Is this a bug in my (and Mattt's) code, or a bug in Swift?</p>

<p><strong>EDIT</strong>: I've submitted a <a href=""https://github.com/NSHipster/articles/pull/174"" rel=""nofollow"">pull request</a> with the corrected code for NSHipster.</p>
","<p>Well, the short answer is that you need to be passing in optionals instead of non-optionals (to anything that's looking for inout objects)</p>

<pre><code>var inputStream:NSInputStream?
var outputStream:NSOutputStream?

NSStream.getStreamsToHostWithName(""nshipster.com"", port: 5432, inputStream: &amp;inputStream, outputStream: &amp;outputStream)
</code></pre>

<p>That said, it compiles now, but doesn't run because NSStream apparently doesn't have a getStreamsToHostWithName method (at least in the Foundation I get imported)  Never mind this, it's an iOS-only call, so it didn't work with Playground set to OSX.  Seems to be ok with it set to iOS.</p>
",convert express void string,piec sampl code nshipster articl halfway page inputstream nsinputstream outputstream nsoutputstream nsstreamgetstreamstohostwithnamehostnam nshipstercom port 5432 inputstream ampinputstream outputstream ampoutputstream place playground along import foundat get playground execut fail ltreplgt610 cannot convert express type void type nsstreamgetstreamstohostwithnamehostnam nshipstercom point first argument clearli type void chang code bit extract definit method call here complet playground import foundat inputstream nsinputstream outputstream nsoutputstream host nshipstercom port 5432 nsstreamgetstreamstohostwithnamehostnam host port port inputstream ampinputstream outputstream ampoutputstream indic third argument presum happi first two playground execut fail ltreplgt1018 cannot convert express type void type inout nsinputstream inputstream ampinputstream cannot figur extract autoreleasingunsafepoint variabl inputstream outputstream manner think origin sampl code work bug and mattt code bug edit submit pull request correct code nshipster,well short answer need pass option instead nonopt to anyth look inout object inputstreamnsinputstream outputstreamnsoutputstream nsstreamgetstreamstohostwithnamenshipstercom port 5432 inputstream ampinputstream outputstream ampoutputstream said compil now run nsstream appar getstreamstohostwithnam method at least foundat get import never mind thi iosonli call work playground set osx seem ok set io,convert express void string piec sampl code nshipster articl halfway page inputstream nsinputstream outputstream nsoutputstream nsstreamgetstreamstohostwithnamehostnam nshipstercom port 5432 inputstream ampinputstream outputstream ampoutputstream place playground along import foundat get playground execut fail ltreplgt610 cannot convert express type void type nsstreamgetstreamstohostwithnamehostnam nshipstercom point first argument clearli type void chang code bit extract definit method call here complet playground import foundat inputstream nsinputstream outputstream nsoutputstream host nshipstercom port 5432 nsstreamgetstreamstohostwithnamehostnam host port port inputstream ampinputstream outputstream ampoutputstream indic third argument presum happi first two playground execut fail ltreplgt1018 cannot convert express type void type inout nsinputstream inputstream ampinputstream cannot figur extract autoreleasingunsafepoint variabl inputstream outputstream manner think origin sampl code work bug and mattt code bug edit submit pull request correct code nshipster
1083,25997790,4,4,swift,Literals in string interpolation expression,"<p>Can I write literals in string interpolation expression? How?</p>

<p><code>""Number of items: \(items &gt; 0 ? items :</code><strong><code>""zero""</code></strong><code>)""</code></p>
","<p>The <a href=""https://developer.apple.com/library/ios/documentation/Swift/Conceptual/Swift_Programming_Language/StringsAndCharacters.html#//apple_ref/doc/uid/TP40014097-CH7-ID292"" rel=""nofollow"">documentation</a> seems to suggest that escaping literals in interpolated strings is somehow possible</p>

<blockquote>
  <p>The expressions you write inside parentheses within an interpolated string cannot contain an unescaped double quote ("") or backslash (), and cannot contain a carriage return or line feed.</p>
</blockquote>

<p>However, to the best of my knowledge, there's currently no way.</p>

<p>Possible workarounds are string concatenation:</p>

<pre><code>""Number of items: "" + (items &gt; 0 ? ""\(items)"" : ""zero"")
</code></pre>

<p>or simply using a variable</p>

<pre><code>let nOfItems = items &gt; 0 ? ""\(items)"" : ""zero""
""Number of items: \(nOfItems)""
</code></pre>
",liter string interpol express,write liter interpol express how number item item gt 0 item zero,document seem suggest escap liter interpol somehow possibl express write insid parenthes within interpol cannot contain unescap doubl quot backslash cannot contain carriag line feed howev best knowledg current way possibl workaround concaten number item item gt 0 item zero simpli variabl nofitem item gt 0 item zero number item nofitem,liter string interpol express write liter interpol express how number item item gt 0 item zero
1084,25997790,2,4,swift,Literals in string interpolation expression,"<p>Can I write literals in string interpolation expression? How?</p>

<p><code>""Number of items: \(items &gt; 0 ? items :</code><strong><code>""zero""</code></strong><code>)""</code></p>
","<p>As an alternative to @Gabriele's solution, you can also use a closure, which has the advantage of being <em>evaluated at the time the string is rendered</em>:</p>

<pre><code>var items = 0

let formatString = { () -&gt; String in
    let expression = { () -&gt; String in
        return items &gt; 0 ? String(items) : ""zero""
    }

    return ""Number of items: \(expression())""
}

formatString() // returns ""Number of items: zero""

items = 12
formatString() // returns ""Number of items: 12""
</code></pre>
",liter string interpol express,write liter interpol express how number item item gt 0 item zero,altern s solut also closur advantag evalu time render item 0 formatstr gt express gt item gt 0 stringitem zero number item express formatstr number item zero item 12 formatstr number item 12,liter string interpol express write liter interpol express how number item item gt 0 item zero
582,24709580,4,4,swift,Swift Deinitialization of Globals,"<p>My Swift globals are not getting deinitialized.</p>

<pre><code>class Person {
  let name: String
  init(name: String) {
    self.name = name
    println(""\(name) is being initialized"")
  }
  deinit {
    println(""\(name) is being deinitialized"")
  }
}

func local() {
  let person = Person(name: ""Local"")
}

local()

var personp: Person? = Person(name: ""Optional Global"")
personp = nil

var person = Person(name: ""Global"")
</code></pre>

<p>I am running this in a standalone binary (because <a href=""http://stackoverflow.com/questions/24363384/deinit-method-is-never-called-swift-playground"">apparently the playground has issues with deinit</a>) with optimizations disabled, using Xcode6-Beta3:</p>

<pre><code>&gt; xcrun swift -O0 arc.swift &amp;&amp; ./arc
Local is being initialized
Local is being deinitialized
Optional Global is being initialized
Optional Global is being deinitialized
Global is being initialized
</code></pre>

<p>Note the missing <em>Global is being deinitialized</em>. </p>

<p>I can't even figure out if this is expected behaviour or a bug, so if it is the former then references to the relevant legalese will be appreciated.</p>
","<p>it looks fine to me... on ending the app nothing is deallocated - there is no point</p>

<hr>

<p>deinit is only meant to FREE memory and remove observers and stuff - <strong>upon ending the process though, this is kinda 'useless' as the process memory 'will be wiped' anyways</strong></p>

<p>==></p>

<p>SO:</p>

<p><strong>never put anything but memory management / observer related stuff in deinit</strong></p>

<p>If you need a dedicated stop method - write one and call it explicitly before quitting the process</p>
",deiniti global,global get deiniti person name initnam selfnam name printlnnam initi deinit printlnnam deiniti local person personnam local local personp person personnam option global personp nil person personnam global run standalon binari becaus appar playground issu deinit optim disabl xcode6beta3 gt xcrun o0 arcswift ampamp arc local initi local deiniti option global initi option global deiniti global initi note miss global deiniti cannot even figur expect behaviour bug former refer relev legales appreci,look fine me end app noth dealloc point deinit meant free memori remov observ stuff upon end process though kinda useless process memori will wipe anyway so never put anyth memori manag observ relat stuff deinit need dedic stop method write one call explicitli quit process,deiniti global global get deiniti person name initnam selfnam name printlnnam initi deinit printlnnam deiniti local person personnam local local personp person personnam option global personp nil person personnam global run standalon binari becaus appar playground issu deinit optim disabl xcode6beta3 gt xcrun o0 arcswift ampamp arc local initi local deiniti option global initi option global deiniti global initi note miss global deiniti cannot even figur expect behaviour bug former refer relev legales appreci
962,25662520,9,4,swift,Fast Enumeration through UICollectionView Cells - Swift,"<p>I am trying to fast enumerate through all of my collection view cells, however this implementation below is giving me a warning.</p>

<pre><code>for cell in self.collectionView?.visibleCells() as [UICollectionViewCell] {

    // Do Stuff
}
</code></pre>

<p>Error below appears on first line:</p>

<blockquote>
  <p>Operand of postfix '?' should have optional type; type is
  '(UICollectionView, cellForItemAtIndexPath: NSIndexPath) ->
  UICollectionViewCell'</p>
</blockquote>

<p>I've tried messing around with optionals and had this working in Xcode 6 Beta 6, but to no avail in ""Beta 7""</p>

<p>How do i get rid of this error? /  Write a loop that goes through all my CollectionView Cells ? </p>
","<p>The <code>collectionView</code> property is now an <em>optional</em> <code>UICollectionView?</code>, so you have
to unwrap it:</p>

<pre><code>for cell in self.collectionView!.visibleCells() as [UICollectionViewCell] { ... }
</code></pre>
",fast enumer uicollectionview cell,fast enumer collect view cell howev implement give warn cell selfcollectionviewvisiblecel uicollectionviewcel stuff appear first line operand postfix option type type uicollectionview cellforitematindexpath nsindexpath uicollectionviewcel mess around option work xcode 6 beta 6 avail beta 7 get rid write loop goe collectionview cell,collectionview properti option uicollectionview unwrap it cell selfcollectionviewvisiblecel uicollectionviewcel,fast enumer uicollectionview cell fast enumer collect view cell howev implement give warn cell selfcollectionviewvisiblecel uicollectionviewcel stuff appear first line operand postfix option type type uicollectionview cellforitematindexpath nsindexpath uicollectionviewcel mess around option work xcode 6 beta 6 avail beta 7 get rid write loop goe collectionview cell
583,24709580,3,4,swift,Swift Deinitialization of Globals,"<p>My Swift globals are not getting deinitialized.</p>

<pre><code>class Person {
  let name: String
  init(name: String) {
    self.name = name
    println(""\(name) is being initialized"")
  }
  deinit {
    println(""\(name) is being deinitialized"")
  }
}

func local() {
  let person = Person(name: ""Local"")
}

local()

var personp: Person? = Person(name: ""Optional Global"")
personp = nil

var person = Person(name: ""Global"")
</code></pre>

<p>I am running this in a standalone binary (because <a href=""http://stackoverflow.com/questions/24363384/deinit-method-is-never-called-swift-playground"">apparently the playground has issues with deinit</a>) with optimizations disabled, using Xcode6-Beta3:</p>

<pre><code>&gt; xcrun swift -O0 arc.swift &amp;&amp; ./arc
Local is being initialized
Local is being deinitialized
Optional Global is being initialized
Optional Global is being deinitialized
Global is being initialized
</code></pre>

<p>Note the missing <em>Global is being deinitialized</em>. </p>

<p>I can't even figure out if this is expected behaviour or a bug, so if it is the former then references to the relevant legalese will be appreciated.</p>
","<p>Think of the last line of code as:</p>

<pre><code>var personp: Person? = Person(name: ""Optional Global"")
personp = nil

var person = Person(name: ""Global"")

exit(0)
</code></pre>

<p>Since <code>person</code> is never set to another value, ARC never decreases the retain count before the exit. </p>

<p>Swift works like a C program in that execution simply <em>terminates</em> and then <strong>all</strong> memory allocated to the process is returned in one sweep.</p>

<p>This is very different from in-execution memory handling which relies on in-process events to free memory. Since all execution of the program has completely stopped, there is no thread to run the <code>deinit</code>.</p>

<p>So in conclusion, this is just as it should be.</p>
",deiniti global,global get deiniti person name initnam selfnam name printlnnam initi deinit printlnnam deiniti local person personnam local local personp person personnam option global personp nil person personnam global run standalon binari becaus appar playground issu deinit optim disabl xcode6beta3 gt xcrun o0 arcswift ampamp arc local initi local deiniti option global initi option global deiniti global initi note miss global deiniti cannot even figur expect behaviour bug former refer relev legales appreci,think last line as personp person personnam option global personp nil person personnam global exit0 sinc person never set anoth valu arc never decreas retain count exit work like c program execut simpli termin memori alloc process one sweep differ inexecut memori handl reli inprocess event free memori sinc execut program complet stop thread run deinit conclus be,deiniti global global get deiniti person name initnam selfnam name printlnnam initi deinit printlnnam deiniti local person personnam local local personp person personnam option global personp nil person personnam global run standalon binari becaus appar playground issu deinit optim disabl xcode6beta3 gt xcrun o0 arcswift ampamp arc local initi local deiniti option global initi option global deiniti global initi note miss global deiniti cannot even figur expect behaviour bug former refer relev legales appreci
96,24020610,0,4,swift,How to access both Objective-C and Swift classes from same storyboard?,"<p>I have implemented one UIButton-derived class (RoundButton) in Swift and the rest is still in Objective-C. How do I access both Objective-C-based classes and Swift-based classes in the same storyboard?</p>

<p>You can type <code>RoundButton</code> in a UIButton <code>Custom Class - Class</code> field in a Storyboard, but iOS gives the following warning runtime:</p>

<pre><code>Unknown class RoundButton in Interface Builder file.
</code></pre>
","<p>It indeed seems like an issue with the Storyboard file itself in Xcode 6.0 (6A254o) / iOS 8 Beta 3.</p>

<p>If you're using pre-Xcode 6 Storyboard version it might help to manually update the subclass that Interface Builder is complaining about simply by forcing update of the 'Custom Class' field in the 'Identity Inspector'.</p>
",access objectivec class storyboard,implement one uibuttonderiv roundbutton rest still objectivec access objectivecbas swiftbas storyboard type roundbutton uibutton custom field storyboard io give follow warn runtim unknown roundbutton interfac builder file,inde seem like issu storyboard file xcode 60 6a254o io 8 beta 3 prexcod 6 storyboard version might help manual updat subclass interfac builder complain simpli forc updat custom field ident inspector,access objectivec class storyboard implement one uibuttonderiv roundbutton rest still objectivec access objectivecbas swiftbas storyboard type roundbutton uibutton custom field storyboard io give follow warn runtim unknown roundbutton interfac builder file
1066,25959680,1,4,swift,How do I increase the scope of variables in switch-case/loops in Swift?,"<p>How can I use switch case statements that creates variables/constants that are valid outside of the switch-case statement. If there is no way to do that, what else can I do to achieve the same effect i.e. creating variables subject to a condition, and make it accessible in ""global"" or higher scope?</p>

<pre><code>var dogInfo = (3, ""Fido"")

switch dogInfo {

case(var age, ""wooff""):
    println(""My dog Fido is \(age) years old"")

case (3, ""Fido""):
    var matchtrue = 10           --&gt; 10
    matchtrue                    --&gt;10

default:
    ""No match""
}

matchtrue                       --&gt; Error: Use of unresolved identifier 'matchtrue'
</code></pre>

<p>HERE IS HOW I SOLVED IT:</p>

<pre><code>var randomNumberOne = 0, randomNumberTwo = 0, randomNumberThree = 0

func chosen (#a: Int, #b: Int) -&gt; (randomNumberOne: Int, randomNumberTwo: Int, randomNumberThree: Int){

if a &gt; 0 {
    let count1 = UInt32(stringArray1.count)-1
    let randomNumberOne = Int(arc4random_uniform(count1))+1
}

if b &gt; 0 {
    let count2 = UInt32(stringArray2.count)-1                  Output: 3 (from earlier)
    let randomNumberTwo = Int(arc4random_uniform(count2))+1    Output: 2
}

if a &gt; 0 &amp;&amp; b &gt; 0 {
    let count3 = UInt32(stringArray3.count)-1
    let randomNumberThree = Int(arc4random_uniform(count3))+1

}
return (randomNumberOne, randomNumberTwo, randomNumberThree)


}

chosen(a:0,b:1)                                              Output: (.00,.12,.20)
</code></pre>

<p>Great now I can index with this into an array!  <strong>Thank you!</strong></p>
","<p>Here's a way.  Paste this in a playground.  You supply an age and a name and the different cases identify a match and return a tuple which contains a Match text and a value of the match.</p>

<pre><code>func dogMatch(age: Int, name: String) -&gt; (Match: String, Value: Int)  {

    switch (age, name) {
    case(age, ""wooff""):
        println(""My dog Fido is \(age) years old"")
        return (""Match"", 1)
    case (3, ""Fido""):
        return (""Match"", 10)
    default:
        return (""No Match"", 0)
    }
}


dogMatch(3, ""Fido"").Match
dogMatch(3, ""Fido"").Value
</code></pre>
",increas scope variabl switchcaseloop,switch case statement creat variablesconst valid outsid switchcas statement way that els achiev effect ie creat variabl subject condit make access global higher scope doginfo 3 fido switch doginfo casevar age wooff printlnmi dog fido age year old case 3 fido matchtru 10 gt 10 matchtru gt10 default no match matchtru gt unresolv identifi matchtru solv it randomnumberon 0 randomnumbertwo 0 randomnumberthre 0 chosen a int b int gt randomnumberon int randomnumbertwo int randomnumberthre int gt 0 count1 uint32stringarray1count1 randomnumberon intarc4randomuniformcount11 b gt 0 count2 uint32stringarray2count1 output 3 from earlier randomnumbertwo intarc4randomuniformcount21 output 2 gt 0 ampamp b gt 0 count3 uint32stringarray3count1 randomnumberthre intarc4randomuniformcount31 randomnumberon randomnumbertwo randomnumberthre chosena0b1 output 001220 great index array thank you,here way past playground suppli age name differ case identifi match tupl contain match text valu match dogmatchag int name gt match valu int switch age name caseag wooff printlnmi dog fido age year old match 1 case 3 fido match 10 default no match 0 dogmatch3 fidomatch dogmatch3 fidovalu,increas scope variabl switchcaseloop switch case statement creat variablesconst valid outsid switchcas statement way that els achiev effect ie creat variabl subject condit make access global higher scope doginfo 3 fido switch doginfo casevar age wooff printlnmi dog fido age year old case 3 fido matchtru 10 gt 10 matchtru gt10 default no match matchtru gt unresolv identifi matchtru solv it randomnumberon 0 randomnumbertwo 0 randomnumberthre 0 chosen a int b int gt randomnumberon int randomnumbertwo int randomnumberthre int gt 0 count1 uint32stringarray1count1 randomnumberon intarc4randomuniformcount11 b gt 0 count2 uint32stringarray2count1 output 3 from earlier randomnumbertwo intarc4randomuniformcount21 output 2 gt 0 ampamp b gt 0 count3 uint32stringarray3count1 randomnumberthre intarc4randomuniformcount31 randomnumberon randomnumbertwo randomnumberthre chosena0b1 output 001220 great index array thank you
1064,25959680,5,4,swift,How do I increase the scope of variables in switch-case/loops in Swift?,"<p>How can I use switch case statements that creates variables/constants that are valid outside of the switch-case statement. If there is no way to do that, what else can I do to achieve the same effect i.e. creating variables subject to a condition, and make it accessible in ""global"" or higher scope?</p>

<pre><code>var dogInfo = (3, ""Fido"")

switch dogInfo {

case(var age, ""wooff""):
    println(""My dog Fido is \(age) years old"")

case (3, ""Fido""):
    var matchtrue = 10           --&gt; 10
    matchtrue                    --&gt;10

default:
    ""No match""
}

matchtrue                       --&gt; Error: Use of unresolved identifier 'matchtrue'
</code></pre>

<p>HERE IS HOW I SOLVED IT:</p>

<pre><code>var randomNumberOne = 0, randomNumberTwo = 0, randomNumberThree = 0

func chosen (#a: Int, #b: Int) -&gt; (randomNumberOne: Int, randomNumberTwo: Int, randomNumberThree: Int){

if a &gt; 0 {
    let count1 = UInt32(stringArray1.count)-1
    let randomNumberOne = Int(arc4random_uniform(count1))+1
}

if b &gt; 0 {
    let count2 = UInt32(stringArray2.count)-1                  Output: 3 (from earlier)
    let randomNumberTwo = Int(arc4random_uniform(count2))+1    Output: 2
}

if a &gt; 0 &amp;&amp; b &gt; 0 {
    let count3 = UInt32(stringArray3.count)-1
    let randomNumberThree = Int(arc4random_uniform(count3))+1

}
return (randomNumberOne, randomNumberTwo, randomNumberThree)


}

chosen(a:0,b:1)                                              Output: (.00,.12,.20)
</code></pre>

<p>Great now I can index with this into an array!  <strong>Thank you!</strong></p>
","<p>There is no magic trick here. Swift uses block scoping and the <code>switch</code> creates a new scope to prevent errors and to show the programmer that the variables are only used in the scope. If you'd like to use the variables outside of the scope - declare these identifiers outside of the switch clause. </p>

<pre><code>var dogInfo = (3, ""Fido"")
var matchtrue:Int = 0 // whatever you'd like it to default to
switch dogInfo {
case(var age, ""wooff""):
    println(""My dog Fido is \(age) years old"")
case (3, ""Fido""):
    matchtrue = 10           --&gt; 10
    matchtrue                    --&gt;10
default:
    ""No match""
}
matchtrue     --&gt; 10
</code></pre>
",increas scope variabl switchcaseloop,switch case statement creat variablesconst valid outsid switchcas statement way that els achiev effect ie creat variabl subject condit make access global higher scope doginfo 3 fido switch doginfo casevar age wooff printlnmi dog fido age year old case 3 fido matchtru 10 gt 10 matchtru gt10 default no match matchtru gt unresolv identifi matchtru solv it randomnumberon 0 randomnumbertwo 0 randomnumberthre 0 chosen a int b int gt randomnumberon int randomnumbertwo int randomnumberthre int gt 0 count1 uint32stringarray1count1 randomnumberon intarc4randomuniformcount11 b gt 0 count2 uint32stringarray2count1 output 3 from earlier randomnumbertwo intarc4randomuniformcount21 output 2 gt 0 ampamp b gt 0 count3 uint32stringarray3count1 randomnumberthre intarc4randomuniformcount31 randomnumberon randomnumbertwo randomnumberthre chosena0b1 output 001220 great index array thank you,magic trick here block scope switch creat new scope prevent show programm variabl scope like variabl outsid scope declar identifi outsid switch claus doginfo 3 fido matchtrueint 0 whatev like default switch doginfo casevar age wooff printlnmi dog fido age year old case 3 fido matchtru 10 gt 10 matchtru gt10 default no match matchtru gt 10,increas scope variabl switchcaseloop switch case statement creat variablesconst valid outsid switchcas statement way that els achiev effect ie creat variabl subject condit make access global higher scope doginfo 3 fido switch doginfo casevar age wooff printlnmi dog fido age year old case 3 fido matchtru 10 gt 10 matchtru gt10 default no match matchtru gt unresolv identifi matchtru solv it randomnumberon 0 randomnumbertwo 0 randomnumberthre 0 chosen a int b int gt randomnumberon int randomnumbertwo int randomnumberthre int gt 0 count1 uint32stringarray1count1 randomnumberon intarc4randomuniformcount11 b gt 0 count2 uint32stringarray2count1 output 3 from earlier randomnumbertwo intarc4randomuniformcount21 output 2 gt 0 ampamp b gt 0 count3 uint32stringarray3count1 randomnumberthre intarc4randomuniformcount31 randomnumberon randomnumbertwo randomnumberthre chosena0b1 output 001220 great index array thank you
504,24479700,8,4,swift,"Expected Declaration error creating array in ViewController, can't work out why","<p>First, I am using Xcode 6 beta 2.  Second, I do have programming experience (basic, VB, script languages) ,but it doesnt include any serious OO programming, and I am totally new to IOS programming.   Going straight into Swift.  In advance, thanks to those who can help. I have been struggling over this a few days now. </p>

<p>Having trouble building a simple UIImage array.  (I've stripped out all other code for simplicity.)  I'm trying to understand why declaring an UIImage array and loading images works within viewDidLoad(), but not at the ""base"" of ViewController, which is where I seem to need it for other things to work. </p>

<p>(I've noticed it seems to be tied into the fact that this is an array declaration, which futhers my confusion.   I can declare and assign simple UIImage variables in either location.)</p>

<p>Here's my code:</p>

<pre><code>//  ViewController.swift


import UIKit

class ViewController: UIViewController {                           

    override func viewDidLoad() {

        super.viewDidLoad()

        // Do any additional setup after loading the view, typically from a nib.

    }



    override func didReceiveMemoryWarning() {

        super.didReceiveMemoryWarning()

        // Dispose of any resources that can be recreated.

    }

    var icon = UIImage[]()

    icon.append(UIImage(named: ""yes.png""))    &lt;&lt;==== expected declaration error

    icon.append(UIImage(named: ""no.png""))

}
</code></pre>

<p>But this code does not:</p>

<pre><code>import UIKit
class ViewController: UIViewController {

     override func viewDidLoad() {

        super.viewDidLoad()

        // Do any additional setup after loading the view, typically from a nib.

        var icon = UIImage[]()

        icon.append(UIImage(named: ""yes.png""))    &lt;==== no error, and builds

        icon.append(UIImage(named: ""no.png""))

    }


    override func didReceiveMemoryWarning() {

        super.didReceiveMemoryWarning()

        // Dispose of any resources that can be recreated.

    }

}
</code></pre>
","<p>You can only have property declarations outside of methods in a class. All functionality of the class goes inside of methods. When you declare <code>var icon = UIImage[]()</code> outside of a method, it's an instance property declaration and is valid code. </p>

<p>Your next two lines attempt to modify the property. Code outside of methods is never executed because there is no way to call it. While you can declare properties outside of methods, you have to use them inside a method in your class.</p>

<p>I'd recommend learning more about Object Oriented programming, because it seems like you don't quite have the grasp of it yet. You may want to try a language that has more reliability and learning resources than swift currently does. If you are planning on doing iOS development, it would be helpful to learn objective-c even if you want to use Swift because you'll gain exposure to Apple's APIs which are the same in both languages.</p>
",expect declar error viewcontrol work,first xcode 6 beta 2 second program experi basic vb script languag but doesnt includ seriou oo program total new io program go straight advanc thank help struggl day now troubl build simpl uiimag array ive strip code simplic understand declar uiimag array load imag work within viewdidload base viewcontrol seem need thing work ive notic seem tie fact array declar futher confus declar assign simpl uiimag variabl either locat here code viewcontrollerswift import uikit viewcontrol uiviewcontrol overrid viewdidload superviewdidload addit setup load view typic nib overrid didreceivememorywarn superdidreceivememorywarn dispos resourc recreat icon uiimag iconappenduiimagenam yespng ltlt expect declar iconappenduiimagenam nopng code not import uikit viewcontrol uiviewcontrol overrid viewdidload superviewdidload addit setup load view typic nib icon uiimag iconappenduiimagenam yespng lt build iconappenduiimagenam nopng overrid didreceivememorywarn superdidreceivememorywarn dispos resourc recreat,properti declar outsid method function goe insid method declar icon uiimag outsid method instanc properti declar valid next two line attempt modifi properti outsid method never execut way call it declar properti outsid method insid method would recommend learn object orient program seem like quit grasp yet may want tri languag reliabl learn resourc current doe plan io develop would help learn objectivec even want shall gain exposur appl api languag,expect declar error viewcontrol work first xcode 6 beta 2 second program experi basic vb script languag but doesnt includ seriou oo program total new io program go straight advanc thank help struggl day now troubl build simpl uiimag array ive strip code simplic understand declar uiimag array load imag work within viewdidload base viewcontrol seem need thing work ive notic seem tie fact array declar futher confus declar assign simpl uiimag variabl either locat here code viewcontrollerswift import uikit viewcontrol uiviewcontrol overrid viewdidload superviewdidload addit setup load view typic nib overrid didreceivememorywarn superdidreceivememorywarn dispos resourc recreat icon uiimag iconappenduiimagenam yespng ltlt expect declar iconappenduiimagenam nopng code not import uikit viewcontrol uiviewcontrol overrid viewdidload superviewdidload addit setup load view typic nib icon uiimag iconappenduiimagenam yespng lt build iconappenduiimagenam nopng overrid didreceivememorywarn superdidreceivememorywarn dispos resourc recreat
