,Id,A_Score,Q_Score,Tag,Title,Q_Body,A_Body
841,25318010,0,1,swift,Scene Kit Swift Node Multiple Rotation,"<p>In SceneKit with Swift, I can make only one rotation.</p>

<p>I want to rotate camera at the z-axis every time the user taps the screen.</p>

<pre><code>func handleTap(){
    println(""start"")
    SCNTransaction.begin()
    SCNTransaction.setAnimationDuration(1.0)

    SCNTransaction.setCompletionBlock(){
        println(""done"")
    }

    _cameraNode.rotation = SCNVector4Make(0, 0, 1, CFloat( -M_PI_4 ) * 0.5 )

    SCNTransaction.commit()

}
</code></pre>

<p>However, I want to keep rotating it with every touch. I think I need a <code>scnvector4</code> multiplier, but I couldn't find that method.</p>

<p>How can I multiply 2 <code>scnvector4</code>s or what's another way I can keep rotating z-axis ?</p>
","<p>You just need to change the angle every time and change that line to:</p>

<p>_cameraNode.rotation = SCNVector4Make(0, 0, 1, _cameraNode.rotation.w + ( -M_PI_4 ) * 0.5 )</p>
"
842,25330280,1,1,swift,32 bit vs 64 bit. sqrt() and sqrtf() issues,"<p>I've been having issues with math functions on swift. Sinf(), sqrtf() work on the iPhone 5 simulator but do not work on the iPhone 5S. Sin() and sqrt() work on iPhone 5S simulator but not on the iPhone 5. All my variables were introduced as CGFLoat(). I figured it has something to do with the 32 bit vs 64 bit but I could not find a fix for this. Is there a way to make sine and square root functions to work on both iphone5 and iPhone 5s? I am running Xcode6-Beta2.
Thanks</p>
","<p><code>CGFloat</code> <a href=""http://stackoverflow.com/questions/23847896/handling-cgfloat-with-an-nsscanner-on-arm64"">is a double</a> at 64-bit environment, use <code>CGFLOAT_IS_DOUBLE</code> to verify whether it is float or double.</p>
"
851,25350560,1,1,swift,Swift Dictionary lookup causing compile-time error,"<p>I'm dipping my toe into Swift, but have run into an issue that has me slightly confused. Given an integer index I'm trying to fetch the corresponding key of a Dictionary and return the value associated with it.</p>

<p>Using the following structure as an example:</p>

<pre><code>Class CustomClass {
    private var collection: [String: [SifterIssue]] = [""MyStringKey"": [MyCustomCollectionClass]()]

    /* ... */
}
</code></pre>

<p>I tried to solve the problem like so:</p>

<pre><code>var keys = Array(self.collection.keys)
var key: String = keys[section] as String
return self.collection[key].count // error is flagged here
</code></pre>

<p>But found that this results in a compiler error, which states that <strong>'String' is not convertible to 'DictionaryIndex'</strong>. Stumped, I tried a slightly more verbose solution and was surprised to find that this compiled and worked without issue. </p>

<pre><code>var keys = Array(self.collection.keys)
var key: String = keys[section] as String
var collection: [MyCustomCollectionClass] = self.collection[key]! as [MyCustomCollectionClass]
return issues.count
</code></pre>

<p>Can anyone explain to me why the first solution refuses to compile?</p>
","<p>Ignoring the fatal potential error is a really bad idea. The whole reason for Optionals is to prevent crashes at runtime.</p>

<pre><code>func collectionCount(#section: Int) -&gt; Int? {
    var keys = Array(self.collection.keys)
    if section &lt; keys.count {
    var key = keys[section] as String
        println(""key: \(key)"")
        return self.collection[key]!.count
    }
    else {
        // handle error here
        return nil
    }
}
</code></pre>

<p>Throwing in ""!"" unwrapping without knowing that the value can <strong>never</strong> be nil is much worse than the Objective-C handling of nil. If this becomes the standard way of handling Optionals by a substantial number of developers Swift will be a disaster. Please do not do this.</p>
"
843,25330280,0,1,swift,32 bit vs 64 bit. sqrt() and sqrtf() issues,"<p>I've been having issues with math functions on swift. Sinf(), sqrtf() work on the iPhone 5 simulator but do not work on the iPhone 5S. Sin() and sqrt() work on iPhone 5S simulator but not on the iPhone 5. All my variables were introduced as CGFLoat(). I figured it has something to do with the 32 bit vs 64 bit but I could not find a fix for this. Is there a way to make sine and square root functions to work on both iphone5 and iPhone 5s? I am running Xcode6-Beta2.
Thanks</p>
","<p>Updating to Beta5 fixed the issue.</p>
"
402,24264360,6,1,swift,Why does Swift default to double floating-point?,"<p>The <a href=""https://developer.apple.com/library/prerelease/ios/documentation/Swift/Conceptual/Swift_Programming_Language/TheBasics.html#//apple_ref/doc/uid/TP40014097-CH5-XID_399"" rel=""nofollow"">Swift Language Guide</a> says:</p>

<blockquote>
  <p><code>Double</code> represents a 64-bit floating-point number. Use it when
  floating-point values must be very large or particularly precise.</p>
  
  <p><code>Float</code> represents a 32-bit floating-point number. Use it when
  floating-point values do not require 64-bit precision.</p>
</blockquote>

<p>but then later on:</p>

<blockquote>
  <p>Swift always chooses <code>Double</code> (rather than <code>Float</code>) when inferring the type of floating-point numbers.</p>
</blockquote>

<p>Isn't this a bit of a contradiction? Won't 64-bit precision be excessive for <em>most</em> floating-point numbers? And does this mean that I should be explicit about defining Float numbers as such, or does the difference not really matter in practice?</p>
","<p>Defaulting to <code>Double</code> gives the guarantee that no floating-point precision errors will be caused by the type inference.</p>

<p>Defaulting to <code>Float</code> would cause troubles in some instances, so I'd say this is a conservative choice.</p>

<p>I've no hard numbers to support my claim, but I suspect this is also justified by the difference in performance not being so relevant.</p>
"
307,24149050,2,1,swift,Swift and C APIs (CoreVideo),"<p>I'm trying to use CoreVideo with Swift but I'm getting this error:</p>

<pre><code>let flags : CVOptionFlags = 0
CVPixelBufferLockBaseAddress(imageBuffer, flags)
^~~~~~~~~~~~~~~~~
</code></pre>

<p><strong>Cannot convert the expression's type 'CVReturn' to type 'CVPixelBuffer!'</strong></p>

<pre><code>CVPixelBufferLockBaseAddress(imageBuffer, 0)
^~~~~~~~~~~~~~~~~
</code></pre>

<p><strong>Cannot convert the expression's type 'CVReturn' to type 'CVOptionFlags'</strong></p>

<p>Why does it matter that it can't convert the value if I'm not using it anyways? Should I be passing the 2nd argument differently?</p>
","<p>I guess it will be working.</p>

<pre><code>var tmp : COpaquePointer = CMSampleBufferGetImageBuffer(imageBuffer).toOpaque()
var pixelBuf : CVPixelBuffer = (Unmanaged&lt;CVPixelBuffer&gt;.fromOpaque(tmp)).takeUnretainedValue()
CVPixelBufferLockBaseAddress(pixelBuf, 0)
</code></pre>
"
322,24162170,0,1,swift,How to use NSMaxXEdge in Cocoa app with Swift (Xcode 6)?,"<p>I've tried to create a Cocoa app which uses <code>NSPopover</code> internally. One of the popover's method is <code>showRelativeToRect: ofView: preferredEdge:</code>, which triggers an popover in Cocoa app.</p>

<p>If you use Objective-C in Xcode 5.1, you can execute the method with the method above, like this:</p>

<pre><code>[popover showRelativeToRect: sender.bounds ofView: sender preferredEdge: NSMaxXEdge];
</code></pre>

<p>However, when I tried to use the method in Swift in Xcode 6, the message <code>Use of unresolved identifier 'NSMaxXEdge'</code> was shown when I wrote the following method, which is just a rewrite of the Objective-C method above:</p>

<pre><code>popover.showRelativeToRect(sender.bounds, ofView: sender, preferredEdge: NSMaxXEdge
</code></pre>

<p>So where is the <code>NSMaxXEdge</code> gone? The official documentation says it is of type <code>NSRectEdge</code>, but what is the <code>NSRectEdge</code>? The doc doesn't link to <code>NSRectEdge</code> page.</p>

<p>Also, Xcode 5 documentation also says it is <code>NSRectEdge</code>, but again, no link exists there. So how can I know about what it is all about?</p>

<p>And finally, if <code>NSMaxXEdge</code> is no longer available in Xcode 6, what is the alternative?</p>
","<p>(The below is true for beta 5 (developing for 10.9). Your mileage may vary.)</p>

<p>Above, you get a solution that works - passing 0-3 where the function calls for a NSRectEdge. I'd like to pick up on </p>

<blockquote>
  <p>how can I know about what it is all about?</p>
</blockquote>

<p>The documentation indicates that NSRectEdge is bridged with CGRectEdge, but trying to pass in CGRectEdge led to an error of </p>

<blockquote>
  <p>CGRectEdge is not convertible to NSRectEdge</p>
</blockquote>

<p>NSRectEdge.from(2) or NSRectEdge(2) - as suggested above - come back with the error that </p>

<blockquote>
  <p>NSRectEdge has no accessible initializers</p>
</blockquote>

<p>When you type NSRectEdge into Xcode, however, it shows two types:
CGRectEdge (which in this case is useless, see above) and Int.</p>

<p>I'm afraid that you need to guess that NSRectEdge is an enum when you see it both called as a string and defined as an int; but from there to looking up its definition in the framework is a logical step; as is guessing that you will have four values, one for each edge.</p>

<p>Incidentally, there seems to be an internal modulo operation going on somewhere - when you pass it '4', you get NSMinXEdge again and so on.</p>
"
279,24120390,4,1,swift,Swift - expected '{' to start setter definition,"<p>I'm following the advanced swift WWDC 2014 video, using a subscript on a class to delegate down to a class property but I'm getting an error using the same syntax as in the video</p>

<pre><code>enum Direction {
    case North, South, East, West
}

class Place: Thing {
    init (_ location: Thing?, _ name: String, _ longDescription: String) {
        self.exits = Dictionary&lt;Direction, Place&gt; ()
        super.init(location, name, longDescription)
    }
    var exits: Dictionary&lt;Direction, Place&gt;
}

extension Place {
    subscript(direction: Direction) -&gt; Place? {
        get {
            return exits[direction]
        }
        set (destination: Place?) { // error here
            exits[direction] = destination
        }
    }
}
</code></pre>

<p>The error I'm getting is</p>

<pre><code>Expected '{' to start setter definition
</code></pre>
","<p>Omit the type in your setter, it's inferred automatically:</p>

<pre><code>subscript(direction: Direction) -&gt; Place? {
    get {
        return exits[direction]
    }
    set (destination) {
        exits[direction] = destination
    }
}
</code></pre>

<p>You can also skip the parameter altogether, in that case it's implicitly named <code>newValue</code>:</p>

<pre><code>subscript(direction: Direction) -&gt; Place? {
    get {
        return exits[direction]
    }
    set {
        exits[direction] = newValue
    }
}
</code></pre>
"
1008,25814600,2,1,swift,Swift - [Int] is not a subtype of @lvalue$T2,"<p>I'm trying to do a simple sort function in a swift playground but I get the following error:</p>

<pre><code>Playground execution failed: error: &lt;EXPR&gt;:20:22: error: '[Int]' is not a subtype of '@lvalue $T2'
            swap(&amp;a,k,j) //Here in &amp;a
</code></pre>

<p>I have written the following code:</p>

<pre><code>let arr:[Int] = [1,3,53,24,52,1,234,5,3]

func swap(inout a:[Int], num1:Int, num2:Int){
    var value = a[num1]
    a[num1] = a[num2]
    a[num2] = value
}

func sort(a:[Int]){
    var j = 0
    var k = 0
    for (k = j ; k&lt;=a.count; k++){
        if(k != a.count){
            if(a[k] &lt; a[j]){
                swap(&amp;a,k,j)
            }
        }else{
            j++;
        }
    }
 }

print (""\(sort(arr)) is the array"")
</code></pre>

<p>Any idea of why this does not work? Am I referencing the array incorrectly, thanks!</p>

<p>UPDATE:
As Martin R pointed out the errors, here is the corrected code:</p>

<pre><code>var arr:[Int] = [1,3,53,24,52,1,234,5,3]
</code></pre>

<p>And the sort function:</p>

<pre><code>func sort(inout a:[Int]) -&gt; [Int]{
var j = 0
var k = 0
for (k = j ; k &lt;= a.count; k++){
    if(k != a.count){
        if(a[k] &lt; a[j]){
            swap(&amp;a,j,k)
        }
    }else{
        j++;
        k = j
    }
}
    return a
}
</code></pre>

<p>Finally:</p>

<pre><code>print (""\(sort(&amp;arr)) is the array"")
</code></pre>
","<p>The local parameter <code>a</code> in </p>

<pre><code>func sort(a:[Int])
</code></pre>

<p>is by default a <em>constant</em>. Since you want to modify the passed array, you have
to declare that parameter as <code>inout</code> in the same way as in the <code>swap()</code> function:</p>

<pre><code>func sort(inout a:[Int])
</code></pre>

<p>Moreover, the passed array has to be <em>variable</em>:</p>

<pre><code>var arr:[Int] = [1,3,53,24,52,1,234,5,3]
</code></pre>

<p>and you have to prefix it with the ampersand when it is passed as an argument
for an in-out parameter, to indicate that it can be modified by the function:</p>

<pre><code>sort(&amp;arr)
println(arr)
</code></pre>

<p>Note also that </p>

<pre><code>print (""\(sort(arr)) is the array"")
</code></pre>

<p>does not print the array result because <code>sort()</code> has no return value.</p>
"
1004,25805920,14,1,swift,Swift array of handler blocks,"<p>In objective-c I have a code in .h file:</p>

<pre><code>typedef void(^SocketConnectionLost)();
typedef void(^SocketIOCallback)(id argsData);

@interface SocketConnection

@property (strong, nonatomic) SocketIO *socketIO;

@property (strong, nonatomic) NSMutableArray *socketConnectionLosts;

-(void)sendEventWithName:(NSString*)eventName
                withData:(id)data
        onConnectionLost:(SocketConnectionLost)connectionLost
                onAnswer:(SocketIOCallback)answer;

@end
</code></pre>

<p>And I have a code in .m file:</p>

<pre><code>@implementation SocketConnection

- (void)init {
    self.socketIO = [[SocketIO alloc] initWithDelegate:self];
    [self.socketIO setReturnAllDataFromAck: YES];
    [self.socketIO connectToHost:kSocketHost onPort:kSocketPort withParams:params];
}

- (void) socketIODidDisconnect:(SocketIO *)socket
         disconnectedWithError:(NSError *)error {
    for(ServerRequestConnectionLost connectionLost in self.socketConnectionLosts)
        if(connectionLost)
            connectionLost();
    [self.socketConnectionLosts removeAllObjects];
}

-(void)sendEventWithName:(NSString*)eventName
                withData:(id)data
        onConnectionLost:(SocketConnectionLost)connectionLost
                onAnswer:(SocketIOCallback)answer {
    [self.socketConnectionLosts addObject:connectionLost];
    [self.socketIO sendEvent:eventName withData:data andAcknowledge:^(id argsData) {
        if(connectionLost)
            [self.socketConnectionLosts removeObject:connectionLost];
        if(answer)
            answer(argsData);
    }];
}

@end
</code></pre>

<p>Please help me reproduce this code in Swift, I don't understand how to create, add and remove Swift blocks with Array on NSArray</p>

<p>This is how I try to create some block in Swift:</p>

<pre><code>var someBlock: ()-&gt;()
var connectionLosts = NSMutableArray()
connectionLosts.append(someBlock)
</code></pre>

<p>Compiler show me the error: Type '()->()' doesn't confirm to protocol 'AnyObject'</p>

<p>Then I need to remove someBlock from the array, like [self.socketConnectionLosts removeObject:connectionLost] in obj-c and I don't understand how to do it with Swift array. </p>
","<p>You don't have to use an objective-c array, just a swift array. Check this out:</p>

<pre><code>typealias ClosureType = () -&gt; ()

var someClosure: ClosureType = { println(""Closure executed"") }

var array = [ClosureType]()

array.append(someClosure)

array[0]()
</code></pre>

<p>If you run that in playground, the last line will print <code>Closure executed</code>.</p>

<p>The reason why a <code>NSArray</code> doesn't work is that it is bridged as an array of <code>AnyObject</code> in swift - but <code>AnyObject</code> is <em>an instance of any class type</em>, and obviously a closure is <em>not</em> a class.</p>

<p>As for removing an item from an array, that's a more complicated issue. <code>find</code> cannot be used because it requires the array type to implement the <code>Equatable</code> protocol, but closures don't implement it, and they cannot be extended. </p>

<p>Maybe rather than using an array you can use a dictionary, with a key type that makes sense for you depending on your app logic - such as a textual name, an enum, etc. For example, if you use an enum:</p>

<pre><code>enum ClosureEnum {
    case TEST_ELEMENT
}

var dict = [ClosureEnum:ClosureType]()
dict[.TEST_ELEMENT] = someClosure
dict[.TEST_ELEMENT]!()
</code></pre>

<p>Note the <code>!</code> in <code>dict[.TEST_ELEMENT]!()</code>, required because a lookup in a dictionary always return an optional. You can use forced unwrapping like that, or enclose it in an optional binding for safer code.</p>

<p>To remove an element, just use the proper method:</p>

<pre><code>dict.removeValueForKey(.TEST_ELEMENT)
</code></pre>
"
1002,25793460,4,1,swift,turn for in loops local variables into mutable variables,"<p>I've this code that I made on playground to represent my problem:</p>

<pre><code>import Foundation

var countries = [""Poland"":[""Warsaw"":""foo""],""England"":[""London"":""foo""]]

for (country, city) in countries {
  if city[""London""] != nil {
   city[""London""] = ""Piccadilly Circus"" // error because by default the variables [country and city] are constants (let)
  }
} 
</code></pre>

<p>Does anyone know a work around or the best way to make this work?</p>
","<p>You can make <code>city</code> mutable by adding <code>var</code> to its declaration:</p>

<pre><code>for (country, var city) in countries {
</code></pre>

<p>Unfortunately, changing it won't affect your <code>countries</code> Dictionary, because you're getting a copy of each sub-Dictionary. To do what you want, you'll need to loop through the keys of <code>countries</code> and change things from there:</p>

<pre><code>for country in countries.keys {
    if countries[country]![""London""] != nil {
       countries[country]![""London""]! = ""Picadilly Circus""
    }
}
</code></pre>
"
258,24107920,2,1,swift,EXC_BAD_ACCES in swift when trying to manipulate the UITextField.text as a String,"<p>I have experienced a bug in an IOS app written in swift that I have been able to reproduce in a simple playground : the code is the following one :</p>

<pre><code>import UIKit
import Foundation

var textField = UITextField()
textField.text = ""Foo""
let content = textField.text
println(content.uppercaseString)
</code></pre>

<p>The error message is the following one :</p>

<p>Execution was interrupted, reason: EXC_BAD_ACCESS (code=1, address=0x0).
The process has been left at the point where it was interrupted, use ""thread return -x"" to return to the state before expression evaluation.
* thread #1: tid = 0x657a84, 0x000000010be3e4c6, queue = 'com.apple.main-thread', stop reason = EXC_BAD_ACCESS (code=1, address=0x0)
  * frame #0: 0x000000010be3e4c6</p>

<p>On the other hand the following code works great :</p>

<pre><code>let testString = ""Bar""
println(testString.uppercaseString)
</code></pre>

<p>Is there something I have missed in memory management with Swift or in bridging String and NSString ?</p>

<p>Thanks in advance.</p>
","<p>I've reproduced the crash here and it looks suspiciously like you've found a bug in <code>uppercaseString</code> to me. File a bug with the code you've provided.</p>

<p>While Apple are fixing this, I got this workaround to work:</p>

<pre><code>var upper = content.uppercaseStringWithLocale(NSLocale.currentLocale());
</code></pre>
"
260,24109060,4,1,swift,Is it possible to use multiple trailing closures in swift?,"<p>I know it is possible to define methods which accept closures like this:</p>

<p>A. Single closure as input parameter</p>

<pre><code>func testOfClosures (flag: Int, closure1: () -&gt; ())
{
     closure1()
}
</code></pre>

<p>B. Multiple closures as input parameters</p>

<pre><code>func testOfClosures (flag: Int, closure1: () -&gt; (), closure2: () -&gt; (), closure3: () -&gt;  ())
{
    switch flag
    {
        case 1:
             closure1()
        case 2:
             closure2()
        default:
             closure3()
    }
}
</code></pre>

<p>Interestingly in first case we can invoke it like this:</p>

<pre><code>testOfClosures(1){
    println(""print closure 1"")
}
</code></pre>

<p>but in second case, we cannot invoke it like this:</p>

<pre><code>testOfClosures(1,{
    println(""print closure 1"")
},
{
    println(""print closure 2"")
})
{
    println(""print closure 3"")
}
</code></pre>

<p>and we have to invoke it like this:</p>

<pre><code>testOfClosures(1,{
    println(""print closure 1"")
},
{
    println(""print closure 2"")
},
{
    println(""print closure 3"")
})
</code></pre>

<p>Any reasons?</p>
","<p>It looks like the trailing closure syntax is very specific about the position of the opening <code>{</code> and requires it to be on the same line as the closing <code>)</code></p>

<p>The below works</p>

<pre><code>testOfClosures(1,{
    println(""print closure 1"")
},
{
    println(""print closure 2"")
}) {
    println(""print closure 3"")
}
</code></pre>

<p>As far as multiple trailing closures, that is not possible.  The documentation specifically states only the final closure as using the special syntax. </p>
"
992,25762970,4,1,swift,$T7?? does not have a member 'Generator' in Swift,"<p>I have a variable named</p>

<pre><code>var items : ItemClass
</code></pre>

<p>I initialized it like this</p>

<pre><code>init(){
    items = ItemClass()
}
</code></pre>

<p>ItemClass is like this</p>

<pre><code>class ItemClass{
    var property : Dictionary&lt;String, AnyObject&gt;?

    init(){
        self.property = Dictionary&lt;String, AnyObject&gt;()
    }
}
</code></pre>

<p>Now, when I try to run a loop on self.items.property?.keys like below, I get an error as mentioned above in the topic.</p>

<pre><code>for k in self.items.property?.keys
</code></pre>

<p>How can I run a loop correctly?</p>
","<p><code>property</code> is an optional, and as such it can potentially be nil. You can't use optional chaining in that context. So you have to either use forced unwrapping:</p>

<pre><code>for k in items.property!.keys {

}
</code></pre>

<p>or make it safer with optional binding:</p>

<pre><code>if let property = items.property {
    for k in property.keys {

    }
}
</code></pre>
"
990,25743330,0,1,swift,Swift CoreData: Inserting instances of an Entity related to other 2 entities,"<p>I have an app with the following entities: Station, Program, and StationProgram :</p>

<pre><code>Station &lt;--&gt;&gt; StationProgram &lt;&lt;--&gt; Program
</code></pre>

<p>Station refers to an electrovalve, Program is a watering program (there can be N programs in the database), and StationProgram has an attribute that indicates the time that a Station will water in a Program.</p>

<p>The point is that I can create correctly instances of Station and Program in the DB (in their respective View Controllers). However, I have a TableViewController where, for a given station selected in a previous controller, I want to show all the available programs, with a UISwitch indicating if this program has been associated to the station or not. Initially, there are no associations between stations and programs. The user can interact with all the existing programs in the DB and active them for this station (setting the UISwitch shown in the table row that points to the program to on). Finally, when the user wants to save the configuration, I want to insert the data in the table StationProgram. By now, to simplify, I just want to assign a time manually, for example, 2 minutes, to the programs active. I have the following code, but the execution crashes when I try to map this:</p>

<pre><code>@IBAction func saveTapped(sender: AnyObject) {
// Reference to our app delegate
 let appDel: AppDelegate = UIApplication.sharedApplication().delegate as AppDelegate

 // Reference moc
 let context: NSManagedObjectContext = appDel.managedObjectContext!
 let en = NSEntityDescription.entityForName(""Station"", inManagedObjectContext: context)
 station.setValue(textFieldStationName.text as String, forKey: ""name"")

 let en2 = NSEntityDescription.entityForName(""StationProgram"", inManagedObjectContext: context)

 // The variable activePrograms contains the row of the table where this program is shown, and the wateringTime  
 for (selectedCellId,time) in activePrograms {
     var newStationProgramInstance = StationProgram(entity: en2, insertIntoManagedObjectContext: context)
     let program: NSManagedObject = programList[selectedCellId] as NSManagedObject
     // Map our properties
     newStationProgramInstance.wateringTime = time

     // station is a variable of type Station that is filled from the previous controller
     newStationProgramInstance.toStation = station as Station
     newStationProgramInstance.toProgram = program as Program
  }

  context.save(nil)
  self.navigationController.popViewControllerAnimated(true)
</code></pre>

<p>}</p>

<p>Specifically, the execution crashes at the line ""newStationProgramInstance.toStation = station as Station"". It says swift_dynamicCastClassUnconditional at</p>

<p>Thread 1: EXC_BREADKPOINT (code=EXC_I386_BPT, subcode=0x0)</p>

<p>Thank you very much for your help.</p>
","<p>In Core Data you would model this kind of relationship with a many-to-many relationship, not a separate join table.</p>

<pre><code>Station (programs) &lt;&lt;-----&gt;&gt; (stations) Program
</code></pre>

<p>The only justifiable reason to use a join table is if you want to add and keep additional information about the relationship itself (such as <em>dateCreated</em> or similar). I doubt that is so in your case. </p>

<p>The creation of the relationship now becomes trivial. It is enough to just do it one way if the model is set up correctly with reverse relationships.</p>

<pre><code>newStation.addProgramsObject(newProgram)
</code></pre>
"
989,25740900,2,1,swift,How to dynamically increase and decrease UILabel's text smoothly as font size varies ios,"<p>I have tried searching this functionality but didn't solved my problem.</p>

<p>What I Want:  I have a UILabels text as ""attended"" with initial font size of 28 (totally four labels with different fonts sizes and texts). Now I vary slider (which is placed in the bottom), I will send the font size to be increased or increased. Now, i want to not only change the font size but also UILabel frame like  </p>

<pre><code>self.labelAttendCount.frame = CGRectMake(40 + (diff * 0.7) , 110 - (diff * 0.3), 40 - diff/5, 30 - (diff * 0.3))
self.labelAttendCount.font = UIFont(name: ""ArialMT"", size: round(28 - (diff * 0.28)))
</code></pre>

<p>Everything goes fine but, when its position is changing its jerky (or shaky). I want this to be dealt smoothly.</p>

<p>refer to this link where there is smooth increase or decrease in label size.     <a href=""http://macoscope.com/blog/ios-7-dynamic-type-simulator-for-designers/"" rel=""nofollow"">http://macoscope.com/blog/ios-7-dynamic-type-simulator-for-designers/</a></p>

<p>Hope u understand my question.</p>

<p>Please check this shared video link  (removed link)</p>

<p>This solution might be usefull for some one. </p>

<p>Finally got a Solution to shrink UILabel or UIButton Text and change their position: </p>

<p>Make UILabels as subview to UIView. </p>

<pre><code>    viewLeft.addsubView(labelAttendedCount)
</code></pre>

<p>later</p>

<pre><code>    viewLeft.transform = CGAffineTransformMakeScale(1 - (diff * 0.01), 1 - (diff * 0.01)) // to shrink viewLeft UIView
        viewLeft.frame = CGRectMake(25 + (diff * 0.8), 110 - (diff * 0.3), 100 , 50 - diff/2) // to move the ViewLeft and diff is increase in the contentoffset or UIPanGesture location.y
        viewLeft.center = CGPointMake(25 + viewLeft.frame.width/2 + (diff * 0.8), viewLeft.frame.origin.y + viewLeft.frame.height/2)  // To adjust the position of the UIView.
</code></pre>
","<p>Instead of changing the font size, you can just use UIView's transform, e.g</p>

<pre><code>self.labelAttendCount.transform = CGAffineTransformMakeScale(1.5, 1.5);
</code></pre>
"
985,25733410,2,1,swift,Segue into TabBarController's specific ViewController,"<p>Ok so I have a TabBarController that is segued up to four ViewControllers. One of these view controllers is set up so that when you select an item from a TableView It goes to a different ViewController that is not on the TabBarController. My problem arises when I want to go back from the ViewController that is not segued to the TabBarController. If I set up a push segue back to the  ViewController, I want to go to, it will transition but the TabBar does not appear. If I set up a segue going back to the TabBarController it shows the TabBar but it goes back to the first tab (which is definitely not what I want). Is there a way to tell it to go to the third tab or a specific ViewController? Or just create a segue directly back to the ViewController I want and have the tab bar appear.</p>

<p>This is what my storyboard looks like for a better reference. The VCs I am talking about are the ones in the middle right hand side.</p>

<p><img src=""http://i.stack.imgur.com/bNesW.png"" alt=""enter image description here""></p>
","<p>In your class for the VC that is not in the TabBar, create an IBAction from the ""Back"" button and just call <code>dismissViewControllerAnimated(true, completion: nil)</code></p>

<p>Here is a link to the sample project:</p>

<p><a href=""https://drive.google.com/file/d/0B174p0JH6p7uQ1pLQnhuOEV0ejA/edit?usp=sharing"" rel=""nofollow"">https://drive.google.com/file/d/0B174p0JH6p7uQ1pLQnhuOEV0ejA/edit?usp=sharing</a></p>

<p>Hope that helps. </p>
"
275,24119330,0,1,swift,Whats the correct signature of receiveData:fromPeer:inSession:context: in swift?,"<p>im trying to rewrite my GameKit multiplayer game (local) in swift and have problems with some missing documentation for the language. I want to receive data from another peer so i set the dataReceiveHandler for my GKSession like this:</p>

<pre><code>session.setDataReceiveHandler(self, withContext: nil)
</code></pre>

<p>in apples documentation it says that the dataReceiveHandler hast to implement a method with this signature:</p>

<pre><code>SEL = -receiveData:fromPeer:inSession:context:
</code></pre>

<p>In the objective-c documentation is an example of how the signature should look like:</p>

<pre><code>- (void) receiveData:(NSData *)data fromPeer:(NSString *)peer inSession: (GKSession *)session context:(void *)context;
</code></pre>

<p>if i try to rewrite this method in swift it looks like this:</p>

<pre><code>func receiveData(data: NSData, fromPeer peer: String, inSession session: GKSession, withContext context: CMutableVoidPointer) {
    println(""received data: \(data)"")
}
</code></pre>

<p>and gives me this error when i receive a message:</p>

<blockquote>
  <p>Domain=com.apple.gamekit.GKSessionErrorDomain Code=30500 ""Invalid parameter for -setDataReceiveHandler:withContext:"" UserInfo=0x178462840 {NSLocalizedDescription=Invalid parameter for -setDataReceiveHandler:withContext:, NSLocalizedFailureReason=The handler does not respond to the correct selector.}</p>
</blockquote>

<p>this means my method has not the correct signature.
But what is the correct one?</p>
","<p>You probably need to declare the types of the parameters as optionals (not sure whether this applies to the void pointer), i.e. <code>func receiveData(data: NSData?, fromPeer peer: String?, inSession session: GKSession?, withContext context: CMutableVoidPointer)</code> (you could also use <code>!</code> instead of <code>?</code> for implicitly unwrapped optionals).</p>

<p>Those parameters are pointers in Objective-C, i.e. they could be <code>nil</code>, which your current code cannot represent, thus it is does not have the correct signature. The way to represent possible <code>nil</code> values in Swift is to use optionals.</p>
"
276,24119330,2,1,swift,Whats the correct signature of receiveData:fromPeer:inSession:context: in swift?,"<p>im trying to rewrite my GameKit multiplayer game (local) in swift and have problems with some missing documentation for the language. I want to receive data from another peer so i set the dataReceiveHandler for my GKSession like this:</p>

<pre><code>session.setDataReceiveHandler(self, withContext: nil)
</code></pre>

<p>in apples documentation it says that the dataReceiveHandler hast to implement a method with this signature:</p>

<pre><code>SEL = -receiveData:fromPeer:inSession:context:
</code></pre>

<p>In the objective-c documentation is an example of how the signature should look like:</p>

<pre><code>- (void) receiveData:(NSData *)data fromPeer:(NSString *)peer inSession: (GKSession *)session context:(void *)context;
</code></pre>

<p>if i try to rewrite this method in swift it looks like this:</p>

<pre><code>func receiveData(data: NSData, fromPeer peer: String, inSession session: GKSession, withContext context: CMutableVoidPointer) {
    println(""received data: \(data)"")
}
</code></pre>

<p>and gives me this error when i receive a message:</p>

<blockquote>
  <p>Domain=com.apple.gamekit.GKSessionErrorDomain Code=30500 ""Invalid parameter for -setDataReceiveHandler:withContext:"" UserInfo=0x178462840 {NSLocalizedDescription=Invalid parameter for -setDataReceiveHandler:withContext:, NSLocalizedFailureReason=The handler does not respond to the correct selector.}</p>
</blockquote>

<p>this means my method has not the correct signature.
But what is the correct one?</p>
","<p>It's a problem with renaming your parameters. You wrote <code>withContext context</code> instead of <code>context withContext</code>. The first name is the one that will be exposed to callers.</p>

<p>This should work:</p>

<pre><code>func receiveData(data: NSData, fromPeer peer: String, inSession session: GKSession, context: CMutableVoidPointer) {
    println(""received data: \(data)"")
}
</code></pre>
"
